OccurrencePrecinctCode,CollisionID,CollisionKey,Collision_ at_Intersection,IntersectionAddress,IntersectingStreet,CrossStreet,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
101,2022101000382,248380939,1,BEACH 9 ST&&PLAINVIEW AVE,PLAINVIEW AVE,BEACH 9 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
101,2022101000364,247852978,1,BEACH 9 ST&&SEAGIRT BLVD,BEACH 9 ST,SEAGIRT BLVD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000388,248494950,1,BEACH CHANNEL DR&&DIX AVE,BEACH CHANNEL DR,DIX AVE,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000399,248606998,2,BEACH CHANNEL DR&&DIX AVE,BEACH CHANNEL DR,DIX AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000406,249196491,3,BEACH CHANNEL DR&&DIX AVE,BEACH CHANNEL DR,DIX AVE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
101,2022101000402,249210675,1,BEACH CHANNEL DR&&HARTMAN LN,BEACH CHANNEL DR,HARTMAN LN,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000387,248493896,1,CENTRAL AVE&&MINTON ST,CENTRAL AVE,MINTON ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
101,2022101000371,248280143,1,CENTRAL AVE&&VIRGINIA ST,CENTRAL AVE,VIRGINIA ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000357,247669984,1,CORNAGA AVE&&DICKENS ST,DICKENS ST,CORNAGA AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000383,248380940,1,CORNAGA AVE&&NAMEOKE ST,NAMEOKE ST,CORNAGA AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000381,248380938,1,HICKSVILLE RD&&READS LN,READS LN,HICKSVILLE RD,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
101,2022101000366,247947411,1,ROCKAWAY FWY&&SEAGIRT BLVD,ROCKAWAY FWY,SEAGIRT BLVD,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000824,247908290,1,101 AVE&&103 ST,103 ST,101 AVE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
102,2022102000790,247856815,1,101 AVE&&111 ST,111 ST,101 AVE,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
102,2022102000858,248269840,1,101 AVE&&117 ST,101 AVE,117 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000799,247696557,1,101 AVE&&121 ST,121 ST,101 AVE,5,5,1,5,5,1,2,1,2,0,0,0,1,0,1,0
102,2022102000901,248838266,1,101 AVE&&124 ST,101 AVE,124 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
102,2022102000874,249419693,1,101 AVE&&88 ST,88 ST,101 AVE,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000794,247551969,1,101 AVE&&98 ST,98 ST,101 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000902,248838267,1,102 ST&&85 AVE,85 AVE,102 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
102,2022102000906,248838271,1,103 AVE&&106 ST,103 AVE,106 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000876,248509608,1,103 AVE&&116 ST,116 ST,103 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
102,2022102000850,248178060,1,103 AVE&&126 ST,126 ST,103 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000903,248838268,1,103 AVE&&133 ST,103 AVE,133 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000788,247551964,1,103 AVE&&97 ST,103 AVE,97 ST,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000804,247852979,1,104 ST&&94 AVE,104 ST,94 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000801,247733102,1,104 ST&&95 AVE,104 ST,95 AVE,2,2,0,2,2,0,0,0,0,0,1,0,1,0,1,1
102,2022102000848,248178058,1,104 ST&&ATLANTIC AVE,ATLANTIC AVE,104 ST,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
102,2022102000800,247951136,1,104 ST&&JAMAICA AVE,104 ST,JAMAICA AVE,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000846,248178056,1,106 ST&&ATLANTIC AVE,ATLANTIC AVE,106 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
102,2022102000860,248272290,1,107 ST&&PARK LN S,PARK LN S,107 ST,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000899,248838264,1,109 ST&&95 AVE,95 AVE,109 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000830,247908291,1,110 ST&&JAMAICA AVE,110 ST,JAMAICA AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000817,247783983,1,111 ST&&ATLANTIC AVE,ATLANTIC AVE,111 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000883,248545258,1,111 ST&&JAMAICA AVE,JAMAICA AVE,111 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
102,2022102000887,248610263,1,112 ST&&84 AVE,112 ST,84 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000900,248838265,1,114 ST&&91 AVE,114 ST,91 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000853,248210909,1,115 ST&&PARK LN S,PARK LN S,115 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
102,2022102000805,247733104,1,116 ST&&ATLANTIC AVE,ATLANTIC AVE,116 ST,3,2,0,3,2,0,1,0,1,0,0,0,0,0,1,0
102,2022102000873,248509606,1,116 ST&&JAMAICA AVE,JAMAICA AVE,116 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000823,247970709,1,122 ST&&JAMAICA AVE,JAMAICA AVE,122 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
102,2022102000879,248509611,2,122 ST&&JAMAICA AVE,JAMAICA AVE,122 ST,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000909,248838274,1,124 ST&&HILLSIDE AVE,HILLSIDE AVE,124 ST,2,4,0,2,4,0,2,0,2,0,0,0,0,0,1,0
102,2022102000912,248901091,1,125 ST&&ATLANTIC AVE,ATLANTIC AVE,125 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000862,248327058,1,127 ST&&KEW GARDENS RD,KEW GARDENS RD,127 ST,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
102,2022102000894,248864634,1,127 ST&&METROPOLITAN AVE,127 ST,METROPOLITAN AVE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000791,247551966,1,129 ST&&JAMAICA AVE,JAMAICA AVE,129 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000881,248509612,1,130 ST&&ATLANTIC AVE,130 ST,ATLANTIC AVE,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
102,2022102000865,248384496,1,130 ST&&METROPOLITAN AVE,METROPOLITAN AVE,130 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000821,247852989,1,131 ST&&JAMAICA AVE,JAMAICA AVE,131 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000816,247852986,1,134 ST&&95 AVE,95 AVE,134 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000872,248509605,1,75 ST&&95 AVE,95 AVE,75 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000852,248272287,1,76 ST&&88 AVE,76 ST,88 AVE,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
102,2022102000843,248075765,1,76 ST&&ATLANTIC AVE,ATLANTIC AVE,76 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000809,247977443,1,80 RD&&KEW GARDENS RD,80 RD,KEW GARDENS RD,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
102,2022102000814,247852984,1,80 ST&&ATLANTIC AVE,80 ST,ATLANTIC AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000786,247551962,1,83 AVE&&QUEENS BLVD,QUEENS BLVD,83 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000836,248065546,1,85 RD&&FOREST PKWY,FOREST PKWY,85 RD,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000803,247567158,1,87 AVE&&VAN WYCK EXPY,VAN WYCK EXPY,87 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000827,247901245,1,87 ST&&89 AVE,87 ST,89 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000856,248272288,1,87 ST&&91 AVE,87 ST,91 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000889,248676923,1,89 AVE&&89 ST,89 AVE,89 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000869,248509603,1,89 AVE&&91 ST,89 AVE,91 ST,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
102,2022102000845,248178055,1,91 AVE&&98 ST,98 ST,91 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000802,247733103,1,91 AVE&&WOODHAVEN BLVD,WOODHAVEN BLVD,91 AVE,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
102,2022102000812,247852983,1,95 AVE&&WOODHAVEN BLVD,WOODHAVEN BLVD,95 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000841,248065547,1,ATLANTIC AVE&&WOODHAVEN BLVD,ATLANTIC AVE,WOODHAVEN BLVD,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000861,248282862,1,ATLANTIC AVENUE&&I 678,ATLANTIC AVENUE,I 678,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000867,248384498,2,ATLANTIC AVENUE&&I 678,ATLANTIC AVENUE,I 678,1,2,0,1,2,0,0,0,2,0,0,0,0,0,1,0
102,2022102000855,248210911,1,AUSTIN ST&&UNION TPKE,UNION TPKE,AUSTIN ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000813,248083232,1,FOREST PARK DRIVE&&MYRTLE AVENUE,FOREST PARK DRIVE,MYRTLE AVENUE,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
102,2022102000898,249022659,1,FOREST PKWY&&JAMAICA AVE,JAMAICA AVE,FOREST PKWY,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000907,248838272,1,HILLSIDE AVE&&LEFFERTS BLVD,LEFFERTS BLVD,HILLSIDE AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
102,2022102000825,247970710,1,I 678&&JAMAICA AVENUE,JAMAICA AVENUE,I 678,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
102,2022102000820,247852988,1,I 678&&LIBERTY AVENUE,LIBERTY AVENUE,I 678,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000844,248178054,2,I 678&&LIBERTY AVENUE,LIBERTY AVENUE,I 678,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000868,248384499,1,JAMAICA AVE&&WOODHAVEN BLVD,JAMAICA AVE,WOODHAVEN BLVD,1,2,0,1,2,0,0,0,1,0,0,0,1,0,1,0
102,2022102000875,248509607,2,JAMAICA AVE&&WOODHAVEN BLVD,JAMAICA AVE,WOODHAVEN BLVD,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
102,2022102000863,248327059,1,KEW GARDENS RD&&VAN WYCK EXPY,KEW GARDENS RD,VAN WYCK EXPY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000904,248838269,1,LEFFERTS BLVD&&METROPOLITAN AVE,METROPOLITAN AVE,LEFFERTS BLVD,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000808,247852981,1,MYRTLE AVE&&PARK LN S,MYRTLE AVE,PARK LN S,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000892,248676925,1,MYRTLE AVE&&WOODHAVEN BLVD,MYRTLE AVE,WOODHAVEN BLVD,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000880,248610262,1,PARK LN S&&WOODHAVEN BLVD,WOODHAVEN BLVD,PARK LN S,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000910,248864635,2,PARK LN S&&WOODHAVEN BLVD,WOODHAVEN BLVD,PARK LN S,4,2,0,4,2,0,2,0,0,0,0,0,0,0,1,0
102,2022102000893,248699819,1,QUEENS BLVD&&VAN WYCK EXPY,VAN WYCK EXPY,QUEENS BLVD,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
102,2022102000885,248550452,1,QUEENS BOULEVARD&&UNION TURNPIKE,QUEENS BOULEVARD,UNION TURNPIKE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
103,2022103000947,248864638,1,104 AVE&&170 ST,104 AVE,170 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000893,248158291,1,104 AVE&&177 ST,104 AVE,177 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000930,248443950,1,104 AVE&&180 ST,180 ST,104 AVE,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000854,247602220,1,104 AVE&&186 ST,104 AVE,186 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
103,2022103000908,248158301,1,104 AVE&&189 ST,104 AVE,189 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000890,248158289,1,104 AVE&&202 ST,104 AVE,202 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000862,247692543,1,104 AVE&&MERRICK BLVD,MERRICK BLVD,104 AVE,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
103,2022103000894,248158292,2,104 AVE&&MERRICK BLVD,MERRICK BLVD,104 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000912,248254760,1,107 AVE&&INWOOD ST,INWOOD ST,107 AVE,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000927,249195605,1,107 AVE&&PINEGROVE ST,107 AVE,PINEGROVE ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
103,2022103000901,248158297,1,109 AVE&&142 ST,142 ST,109 AVE,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
103,2022103000867,247759292,1,109 AVE&&160 ST,160 ST,109 AVE,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0
103,2022103000922,248361317,1,109 AVE&&MERRICK BLVD,MERRICK BLVD,109 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000918,248361316,1,109 AVE&&SUTPHIN BLVD,SUTPHIN BLVD,109 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000839,247515592,1,110 AVE&&UNION HALL ST,110 AVE,UNION HALL ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000924,248361319,2,110 AVE&&UNION HALL ST,UNION HALL ST,110 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000844,247515594,1,138 PL&&95 AVE,138 PL,95 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000917,248285373,1,138 ST&&90 AVE,138 ST,90 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000966,248864641,1,139 ST&&90 AVE,139 ST,90 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000949,248748027,1,144 PL&&ARCHER AVE,ARCHER AVE,144 PL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000948,249032727,1,146 ST&&88 AVE,146 ST,88 AVE,2,3,0,2,3,0,2,0,1,0,0,0,0,0,1,0
103,2022103000876,247837354,1,146 ST&&JAMAICA AVE,146 ST,JAMAICA AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000892,248361315,1,148 ST&&88 AVE,148 ST,88 AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000921,248911971,1,148 ST&&LIBERTY AVE,148 ST,LIBERTY AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000957,248795644,1,150 ST&&ARCHER AVE,150 ST,ARCHER AVE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
103,2022103000898,248160088,1,150 ST&&TUSKEGEE AIRMEN WAY,150 ST,TUSKEGEE AIRMEN WAY,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
103,2022103000962,248849059,1,153 ST&&ARCHER AVE,ARCHER AVE,153 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000963,248945489,1,155 ST&&TUSKEGEE AIRMEN WAY,155 ST,TUSKEGEE AIRMEN WAY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000953,249195607,1,160 ST&&JAMAICA AVE,160 ST,JAMAICA AVE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
103,2022103000904,248158298,1,160 ST&&LIBERTY AVE,LIBERTY AVE,160 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000859,247738828,1,160 STREET&&89 AVENUE,89 AVENUE,160 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
103,2022103000938,248571434,1,162 ST&&JAMAICA AVE,162 ST,JAMAICA AVE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
103,2022103000939,248909109,1,168 PL&&92 RD,92 RD,168 PL,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
103,2022103000955,248795642,1,168 ST&&DOUGLAS AVE,168 ST,DOUGLAS AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
103,2022103000842,247515593,1,169 ST&&LIBERTY AVE,LIBERTY AVE,169 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
