OccurrencePrecinctCode,CollisionID,CollisionKey,RoadwayTypeCode,RoadwayReferenceMarker,Collision_ at_Location,RoadwayName,RoadwayDirection,RoadwayLocationDescription,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
104,2022104001138,248695726,H,908BX5M24004,1,JACKIE ROBINSON PKY,WB@,VERMONT PL,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
104,2022104001078,249096633,H,495IX5M13034,1,L.I.E.,EB@,.1 E/O 63 PL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
104,2022104001026,247451917,H,495IX5M13039,1,L.I.E.,EB@,69 ST,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
104,2022104001140,248565194,H,495IX5M13047,1,L.I.E.,EB@,LONG ISL RAIL OVPS,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
104,2022104001052,247602226,H,495IX5M14028,1,L.I.E.,WB@,.1 E/O MAURICE AV,2,4,0,2,4,0,2,0,2,0,0,0,0,0,1,0
104,2022104001042,247967352,H,495IX5M14028,2,L.I.E.,WB@,.1 E/O MAURICE AV,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
104,2022104001075,248010068,H,495IX5M14028,3,L.I.E.,WB@,.1 E/O MAURICE AV,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,2022104001043,247536430,H,495IX5M14029,1,L.I.E.,WB@,.2 E/O MAURICE AV,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
104,2022104001109,248898100,H,495IX5M14039,1,L.I.E.,WB@,69 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001780,248565195,H,907DX5M23043,1,BELT PKY,EB@,.1 E/O KENNEDY EXP,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
105,2022105001697,248071678,H,907DX5M23044,1,BELT PKY,EB@,.1 W/O ROCKAWAY BL,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001700,248509616,H,907DX5M23044,2,BELT PKY,EB@,.1 W/O ROCKAWAY BL,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001804,248486770,H,907DX5M23035,1,BELT PKY,EB@,138 ST,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001753,248254487,H,907DX5M23040,1,BELT PKY,EB@,150 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001851,248815108,H,907DX5M23048,1,BELT PKY,EB@,156 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001633,247614646,H,907DX5M23058,1,BELT PKY,EB@,222 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001741,248205169,H,907DX5M23060,1,BELT PKY,EB@,225 ST,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0
105,2022105001820,248561791,H,907DX5M23060,2,BELT PKY,EB@,225 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
105,2022105001686,248071677,H,907DX5M23052,1,BELT PKY,EB@,FARMERS BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001750,248242034,H,907DX5M23052,2,BELT PKY,EB@,FARMERS BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001600,247461782,H,907DX5M23066,1,BELT PKY,EB@,LAURELTON PKY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001811,248824133,H,907DX5M23045,1,BELT PKY,EB@,ROCKAWAY BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001646,247730151,H,907DX5M23034,1,BELT PKY,EB@,VAN WYCK EXP,4,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001595,247448936,H,907DX5M24060,1,BELT PKY,WB@,225 ST,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
105,2022105001776,248378609,H,907DX5M24060,2,BELT PKY,WB@,225 ST,1,2,0,1,2,0,1,0,1,0,0,0,0,0,1,0
105,2022105001620,247527012,H,907DX5M24062,1,BELT PKY,WB@,230 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001759,248288650,H,907DX5M24062,2,BELT PKY,WB@,230 ST,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001610,247485281,H,907DX5M24065,1,BELT PKY,WB@,NORTH CONDUIT,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001705,248067126,H,907DX5M24065,2,BELT PKY,WB@,NORTH CONDUIT,3,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
105,2022105001744,248205879,H,907DX5M24065,3,BELT PKY,WB@,NORTH CONDUIT,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001673,247852996,H,907DX5M24057,1,BELT PKY,WB@,SPRINGFIELD BL,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001847,248791952,H,907AX5M21087,1,CROSS ISLAND PKY,NB@,.1 N/O LINDEN BL,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001844,248770785,H,907AX5M21123,1,CROSS ISLAND PKY,NB@,.1 N/O UNION TPKE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001859,248815109,H,907AX5M21085,1,CROSS ISLAND PKY,NB@,.1 S/O LINDEN BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001757,248428814,H,907AX5M21104,1,CROSS ISLAND PKY,NB@,100 AV,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001736,248160095,H,907AX5M21095,1,CROSS ISLAND PKY,NB@,108 AV,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001660,247819881,H,907AX5M21100,1,CROSS ISLAND PKY,NB@,HEMPSTEAD AV,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001728,248146874,H,907AX5M21110,1,CROSS ISLAND PKY,NB@,JAMAICA AV,4,4,0,4,4,0,3,0,1,0,0,0,0,0,1,0
105,2022105001636,247647353,H,907AX5M22127,1,CROSS ISLAND PKY,SB@,.1 N/O G.C.P.,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001842,248875115,H,907AX5M22127,2,CROSS ISLAND PKY,SB@,.1 N/O G.C.P.,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001585,247410773,H,907AX5M22087,1,CROSS ISLAND PKY,SB@,.1 N/O LINDEN BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001695,248098671,H,907AX5M22087,2,CROSS ISLAND PKY,SB@,.1 N/O LINDEN BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001724,248160094,H,907AX5M22087,3,CROSS ISLAND PKY,SB@,.1 N/O LINDEN BL,4,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001798,248509618,H,907AX5M22087,4,CROSS ISLAND PKY,SB@,.1 N/O LINDEN BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001833,248674106,H,907AX5M22087,5,CROSS ISLAND PKY,SB@,.1 N/O LINDEN BL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001623,247614645,H,907AX5M22083,1,CROSS ISLAND PKY,SB@,.1 N/O SOUTHERN PKY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001860,248815110,H,907AX5M22095,1,CROSS ISLAND PKY,SB@,BELMONT LOT A EN,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
105,2022105001848,248763509,H,907AX5M22086,1,CROSS ISLAND PKY,SB@,LINDEN BL,4,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001598,247448938,H,907AX5M22084,1,CROSS ISLAND PKY,SB@,MERGE SOUTHERN PKY,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001765,248428816,H,907MX5M13146,1,G.C.P.,EB@,.1 E LITTELNECK PKY,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001678,247883738,H,907MX5M13141,1,G.C.P.,EB@,.1 E/O COMMWEALTH BL,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001763,248428815,H,907MX5M13144,1,G.C.P.,EB@,.1 W LITTLENECK PKY,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001775,248428817,H,907MX5M13129,1,G.C.P.,EB@,.1 W/O UNION TPKE,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001669,247852993,H,907MX5M13130,1,G.C.P.,EB@,UNION TURNPIKE,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001756,248428813,H,907BX5M21080,1,LAURELTON PKY,NB@,CROSS ISLAND PKY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001659,247838606,H,907BX5M21069,1,LAURELTON PKY,NB@,FRANCIS LEWIS BL,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
105,2022105001601,247461783,H,907BX5M21072,1,LAURELTON PKY,NB@,MERRICK BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001828,248864642,H,907BX5M21068,1,LAURELTON PKY,NB@,NORTH CONDUIT BL,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001745,248196321,H,907BX5M22077,1,LAURELTON PKY,SB@,130 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001619,247677924,H,907BX5M22075,1,LAURELTON PKY,SB@,131 ST,4,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0
105,2022105001691,248012998,H,907BX5M22080,1,LAURELTON PKY,SB@,CROSS ISLAND PKY,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
105,2022105001818,248824134,H,907BX5M22068,1,LAURELTON PKY,SB@,NORTH CONDUIT BL,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
106,2022106001003,247542915,H,907DX5M23029,1,BELT PKY,EB@,130 ST,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106001058,248178064,H,907DX5M23029,2,BELT PKY,EB@,130 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
106,2022106001056,248459102,H,907DX5M23029,3,BELT PKY,EB@,130 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106001115,248605575,H,907DX5M23029,4,BELT PKY,EB@,130 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106001131,248847959,H,907DX5M23029,5,BELT PKY,EB@,130 ST,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
106,2022106001063,248161921,H,907DX5M23032,1,BELT PKY,EB@,135 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
106,2022106001029,247665422,H,907DX5M23023,1,BELT PKY,EB@,LEFFERTS BL,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
106,2022106001113,248540582,H,907DX5M23023,2,BELT PKY,EB@,LEFFERTS BL,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
106,2022106001050,248002886,H,907DX5M24013,1,BELT PKY,WB@,.1 E/O CROSS BAY BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106001068,248161924,H,907DX5M24013,2,BELT PKY,WB@,.1 E/O CROSS BAY BL,2,4,0,2,4,0,2,0,2,0,0,0,0,0,1,0
106,2022106001053,248005473,H,907CX5M24002,1,BELT PKY,WB@,.1 W/O 78 ST,2,5,0,2,5,0,1,0,4,0,0,0,0,0,1,0
106,2022106000995,247515596,H,907DX5M24029,1,BELT PKY,WB@,130 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
106,2022106001041,247837357,H,907CX5M24007,1,BELT PKY,WB@,84 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106001018,247542920,H,907CX5M24008,1,BELT PKY,WB@,85 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106001017,247600869,H,907CX5M24008,2,BELT PKY,WB@,85 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106000985,247515047,H,907DX5M24012,1,BELT PKY,WB@,CROSS BAY BL,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
106,2022106001082,248325839,H,907DX5M24023,1,BELT PKY,WB@,LEFFERTS BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
106,2022106000994,247544991,H,907DX5M24014,1,BELT PKY,WB@,SOUTH CONDUIT AV,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
106,2022106001140,248847964,H,878IX5M13021,1,NASSAU EXP,EB@,.1 W/O VAN WYCK EXP,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
106,2022106001141,248847965,H,878IX5M13021,2,NASSAU EXP,EB@,.1 W/O VAN WYCK EXP,3,2,0,3,2,0,2,0,0,0,0,0,0,0,1,0
107,2022107001047,248586678,H,295IX5M11014,1,CLEARVIEW EXP,NB@,67 AV,2,0,1,2,0,1,0,1,0,0,0,0,0,0,1,0
107,2022107001031,248473860,H,295IX5M11012,1,CLEARVIEW EXP,NB@,73 AV,4,1,0,4,1,0,0,0,1,0,0,0,0,0,1,0
107,2022107000922,247508878,H,295IX5M12007,1,CLEARVIEW EXP,SB@,.1 S/O UNION TPKE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000993,248256562,H,295IX5M12006,1,CLEARVIEW EXP,SB@,82 AV,3,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0
107,2022107000946,248871936,H,295IX5M12002,1,CLEARVIEW EXP,SB@,GRAND CENTRAL PKY,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107001028,248473858,H,907MX5M13087,1,G.C.P.,EB@,.1 E/O DANIELS ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000945,248005474,H,907MX5M13095,1,G.C.P.,EB@,168 ST,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
107,2022107001052,248676927,H,907MX5M13095,2,G.C.P.,EB@,168 ST,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107000967,247951139,H,907MX5M13098,1,G.C.P.,EB@,172 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000988,248070654,H,907MX5M13098,2,G.C.P.,EB@,172 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001009,248428819,H,907MX5M13107,1,G.C.P.,EB@,188 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107001035,248473863,H,907MX5M13084,1,G.C.P.,EB@,J ROBINSON PKY EN,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000972,248178071,H,907MX5M13085,1,G.C.P.,EB@,MAIN ST,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107001003,248229987,H,907MX5M13085,2,G.C.P.,EB@,MAIN ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001050,248616702,H,907MX5M13090,1,G.C.P.,EB@,PARSONS BL,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107001006,248288657,H,907MX5M14087,1,G.C.P.,WB@,.1 E/O DANIEL ST,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107000934,247951137,H,907MX5M14115,1,G.C.P.,WB@,.1 E/O F.L.B.,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107000924,247511999,H,907MX5M14088,1,G.C.P.,WB@,.1 W/O 150 ST,4,5,0,4,5,0,2,0,3,0,0,0,0,0,1,0
107,2022107000944,247740439,H,907MX5M14094,1,G.C.P.,WB@,167 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001027,248612914,H,907MX5M14095,1,G.C.P.,WB@,168 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001062,248768687,H,907MX5M14104,1,G.C.P.,WB@,182 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107000938,247740433,H,907MX5M14107,1,G.C.P.,WB@,188 ST,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107001013,248384501,H,907MX5M14107,2,G.C.P.,WB@,188 ST,3,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
107,2022107000939,247740434,H,907MX5M14086,1,G.C.P.,WB@,DANIEL ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001000,248473856,H,907MX5M14082,1,G.C.P.,WB@,QUEENS BL EX,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000953,247805035,H,495IX5M13097,1,L.I.E.,EB@,183 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001067,248814166,H,495IX5M13100,1,L.I.E.,EB@,188 ST,5,1,0,5,1,0,1,0,0,0,0,0,0,0,1,0
107,2022107000949,247805032,H,495IX5M13102,1,L.I.E.,EB@,194 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001065,248814164,H,495IX5M13102,2,L.I.E.,EB@,194 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000998,248197682,H,495IX5M13108,1,L.I.E.,EB@,CLEARVIEW EXP,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000997,248213649,H,495IX5M13108,2,L.I.E.,EB@,CLEARVIEW EXP,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001040,248509629,H,495IX5M13108,3,L.I.E.,EB@,CLEARVIEW EXP,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001066,248814165,H,495IX5M13104,1,L.I.E.,EB@,PECK AV,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107001038,248509627,H,495IX5M13096,1,L.I.E.,EB@,UTOPIA PKY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000918,247479670,H,678IX5M11051,1,VAN WYCK EXP,NB@,.1 N/O JEWEL AV,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0
107,2022107000957,247805037,H,678IX5M11059,1,VAN WYCK EXP,NB@,.1 S/O L.I.E.,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000971,247951140,H,678IX5M11059,2,VAN WYCK EXP,NB@,.1 S/O L.I.E.,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,2022107000961,247887362,H,678IX5M11040,1,VAN WYCK EXP,NB@,GRAND CENTRAL PKY,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
107,2022107001014,248342098,H,678IX5M11040,2,VAN WYCK EXP,NB@,GRAND CENTRAL PKY,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
107,2022107000958,247887361,H,678IX5M11034,1,VAN WYCK EXP,NB@,MAIN ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001146,248135512,H,278IX5M33010,1,B.Q.E.,EB@,.1 E/O 48 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001228,248771142,H,278IX5M33001,1,B.Q.E.,EB@,.1 E/O KOSCIUSZK BR,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001094,247617704,H,278IX5M33018,1,B.Q.E.,EB@,.1 W/O QUEENS BL,3,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
108,2022108001173,248388293,H,278IX5M33019,1,B.Q.E.,EB@,QUEENS BL,4,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0
108,2022108001218,248674110,H,278IX5M33021,1,B.Q.E.,EB@,WOODSIDE AV,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001257,249132273,H,278IX5M33021,2,B.Q.E.,EB@,WOODSIDE AV,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
108,2022108001116,247833177,H,278IX5M34010,1,B.Q.E.,WB@,.1 E/O 48 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001202,248864647,H,278IX5M34001,1,B.Q.E.,WB@,.1 E/O KOSCIUSZKO BR,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
108,2022108001212,248602588,H,278IX5M34020,1,B.Q.E.,WB@,.1 E/O QUEENS BL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001195,248477612,H,278IX5M34028,1,B.Q.E.,WB@,34 AV,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
108,2022108001135,248002888,H,278IX5M34000,1,B.Q.E.,WB@,C SPAN KOSCIUSZKO BR,2,3,0,2,3,0,1,0,2,0,0,0,0,0,1,0
108,2022108001148,248334303,H,278IX5M34000,2,B.Q.E.,WB@,C SPAN KOSCIUSZKO BR,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
108,2022108001158,248246574,H,495IX5M13024,1,L.I.E.,EB@,.1 E/O B.Q.E.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001166,248388291,H,495IX5M13009,1,L.I.E.,EB@,.2 E/O MIDTOWN TUNL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
108,2022108001154,248135517,H,495IX5M13027,1,L.I.E.,EB@,MAURICE AV,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
