OccurrencePrecinctCode,CollisionID,CollisionKey,RoadwayTypeCode,RoadwayReferenceMarker,Collision_ at_Location,RoadwayName,RoadwayDirection,RoadwayLocationDescription,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
007,2022007000409,248752541,B,WBB 05004001,2,WILMSBRG BR INNER,WB@,MANH SIDE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
007,2022007000393,248264275,B,WBB 04003001,1,WILMSBRG BR OUTER,EB@,MANH SIDE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
007,2022007000358,247544973,B,WBB 04004001,1,WILMSBRG BR OUTER,WB@,MANH SIDE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
007,2022007000394,248415700,B,WBB 04004001,2,WILMSBRG BR OUTER,WB@,MANH SIDE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
013,2022013000492,247889713,H,907LX4M11042,1,F.D.R. DR,NB@,E 23 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
013,2022013000469,247499047,H,907LX4M11043,1,F.D.R. DR,NB@,E 25 ST,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
013,2022013000466,247499045,H,907LX4M11044,1,F.D.R. DR,NB@,E 34 ST EX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
013,2022013000477,247653519,H,907LX4M12040,1,F.D.R. DR,SB@,E 20 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
013,2022013000488,247805588,H,907LX4M12046,1,F.D.R. DR,SB@,E 30 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
013,2022013000503,248177946,H,907LX4M12046,2,F.D.R. DR,SB@,E 30 ST,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
017,2022017000534,247799149,H,907LX4M11059,1,F.D.R. DR,NB@,.1 N/O E 54 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
017,2022017000592,248787028,H,907LX4M12047,1,F.D.R. DR,SB@,.1 S/O E 34 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000836,247881147,H,907LX4M11072,1,F.D.R. DR,NB@,.1 N/O E 79 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000838,248264720,H,907LX4M11072,2,F.D.R. DR,NB@,.1 N/O E 79 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000858,248160073,H,907LX4M11078,1,F.D.R. DR,NB@,100 FT S/O E 92 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
019,2022019000861,248160074,H,907LX4M11062,1,F.D.R. DR,NB@,E 62 ST,2,3,0,2,3,0,0,0,3,0,0,0,0,0,1,0
019,2022019000918,249073601,H,907LX4M11062,2,F.D.R. DR,NB@,E 62 ST,5,1,0,5,1,0,1,0,0,0,0,0,0,0,1,0
019,2022019000812,247484999,H,907LX4M11081,1,F.D.R. DR,NB@,E 96 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
019,2022019000850,248267643,H,907LX4M11081,2,F.D.R. DR,NB@,E 96 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
019,2022019000876,248378595,H,907LX4M11077,1,F.D.R. DR,NB@,E END AV/E 90 ST,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
019,2022019000823,247669959,H,907LX4M12064,1,F.D.R. DR,SB@,.1 N/O E 63 ST,3,2,0,3,2,0,2,0,0,0,0,0,0,0,1,0
019,2022019000819,247669958,H,907LX4M12061,1,F.D.R. DR,SB@,.1 S/O E 62 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000853,248160069,H,907LX4M12061,2,F.D.R. DR,SB@,.1 S/O E 62 ST,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
019,2022019000912,248737361,H,907LX4M12061,3,F.D.R. DR,SB@,.1 S/O E 62 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000832,247883709,H,907LX4M12066,1,F.D.R. DR,SB@,.1 S/O E 71 ST UNDPS,3,2,0,3,2,0,1,0,1,0,0,0,0,0,1,0
019,2022019000869,248158256,H,907LX4M12066,2,F.D.R. DR,SB@,.1 S/O E 71 ST UNDPS,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000864,248603033,H,907LX4M12066,3,F.D.R. DR,SB@,.1 S/O E 71 ST UNDPS,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000813,247507670,H,907LX4M12076,1,F.D.R. DR,SB@,.1 S/O E 90 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000919,248738741,H,907LX4M12063,1,F.D.R. DR,SB@,E 63 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000920,248740602,H,907LX4M12068,1,F.D.R. DR,SB@,E 73 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000893,248746328,H,907LX4M12079,1,F.D.R. DR,SB@,E 93 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000845,247947401,H,907LX4M12081,1,F.D.R. DR,SB@,E 96 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000883,248477604,H,907LX4M12081,2,F.D.R. DR,SB@,E 96 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000914,248746329,H,907LX4M12077,1,F.D.R. DR,SB@,E END AV/E 90 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000830,247838576,B,QBB 03004001,1,QNSBORO BR LOWER,WB@,MANH SIDE,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
019,2022019000863,248160075,B,QBB 03004001,2,QNSBORO BR LOWER,WB@,MANH SIDE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
019,2022019000857,248160072,B,QBB 02004001,1,QNSBORO BR UPPER,WB@,MANH SIDE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
020,2022020000308,247532492,H,907VX4M11070,1,HENRY HUDSON PKY,NB@,.1 N/O W 72 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
020,2022020000319,248150872,H,907VX4M11070,2,HENRY HUDSON PKY,NB@,.1 N/O W 72 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
020,2022020000356,248864575,H,907VX4M11073,1,HENRY HUDSON PKY,NB@,W 79 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
020,2022020000313,247733086,H,907VX4M12074,1,HENRY HUDSON PKY,SB@,W 81 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
020,2022020000328,248151959,H,9A  X4M11065,1,WEST SIDE HWY,NB@,.1 N/O W 59 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
020,2022020000320,248005455,H,9A  X4M12067,1,WEST SIDE HWY,SB@,W 65 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
023,2022023000479,248135498,H,907LX4M11083,1,F.D.R. DR,NB@,E 100 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
023,2022023000483,248198852,H,907LX4M11084,1,F.D.R. DR,NB@,E 102 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
023,2022023000506,248738747,H,907LX4M11086,1,F.D.R. DR,NB@,E 106 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
023,2022023000484,248339225,H,907LX4M12083,1,F.D.R. DR,SB@,E 100 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
023,2022023000454,247852920,H,907LX4M12085,1,F.D.R. DR,SB@,E 105 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
023,2022023000475,248188196,H,907LX4M12085,2,F.D.R. DR,SB@,E 105 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
024,2022024000287,247813781,H,907VX4M11085,1,HENRY HUDSON PKY,NB@,W 102 ST,15,3,0,15,3,0,3,0,0,0,0,0,0,0,1,0
024,2022024000298,248158258,H,907VX4M11089,1,HENRY HUDSON PKY,NB@,W 110 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
024,2022024000312,248746330,H,907VX4M11082,1,HENRY HUDSON PKY,NB@,W 95 ST,3,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
024,2022024000320,248737363,H,907VX4M12088,1,HENRY HUDSON PKY,SB@,W 108 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
024,2022024000281,247526947,H,907VX4M12082,1,HENRY HUDSON PKY,SB@,W 95 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
024,2022024000313,248484323,H,907VX4M12082,2,HENRY HUDSON PKY,SB@,W 95 ST,3,3,0,3,3,0,2,0,1,0,0,0,0,0,1,0
025,2022025000677,247548200,H,907LX4M11091,1,F.D.R. DR,NB@,E 116 ST,5,2,0,5,2,0,2,0,0,0,0,0,0,0,1,0
025,2022025000686,247749416,H,907LX4M11091,2,F.D.R. DR,NB@,E 116 ST,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
025,2022025000748,248509498,H,907LX4M11091,3,F.D.R. DR,NB@,E 116 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000781,248868499,H,907LX4M11093,1,F.D.R. DR,NB@,E 119 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000663,247426747,H,907LX4M11094,1,F.D.R. DR,NB@,E 121 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000684,247672705,H,907LX4M11094,2,F.D.R. DR,NB@,E 121 ST,3,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
025,2022025000697,247852928,H,907LX4M12094,1,F.D.R. DR,SB@,E 121 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000661,247507426,H,907PX4MR01A1,1,HARLEM RIVER DR,NB@,EXR WILLIS AV BR,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
025,2022025000750,248509500,H,907PX4M11002,1,HARLEM RIVER DR,NB@,E 125 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000671,247507432,H,907PX4M12011,1,HARLEM RIVER DR,SB@,.1 S/O W 139 ST,2,4,0,2,4,0,2,0,2,0,0,0,0,0,1,0
025,2022025000726,248177968,H,907PX4M12002,1,HARLEM RIVER DR,SB@,E 125 ST,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000740,248509491,H,907PX4M12002,2,HARLEM RIVER DR,SB@,E 125 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000759,248840454,H,907PX4M12002,3,HARLEM RIVER DR,SB@,E 125 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000720,248177962,H,907PX4M12008,1,HARLEM RIVER DR,SB@,E 131 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000773,248864587,H,907PX4M12013,1,HARLEM RIVER DR,SB@,W 141 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000768,248864582,B,MADB01003001,1,MADISON AVE BR,EB@,MANH SIDE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000689,247749419,B,TBB 06001004,1,TRIBORO BR,NB@,BX TOLL PLAZA,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
025,2022025000710,248065536,B,TBB 06001004,2,TRIBORO BR,NB@,BX TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000746,248509496,B,TBB 06001004,3,TRIBORO BR,NB@,BX TOLL PLAZA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000755,248509505,B,TBB 06001004,4,TRIBORO BR,NB@,BX TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000775,248868494,B,TBB 06001004,5,TRIBORO BR,NB@,BX TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000801,249088381,B,TBB 06001004,6,TRIBORO BR,NB@,BX TOLL PLAZA,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
025,2022025000709,248065535,B,TBB 06002004,1,TRIBORO BR,SB@,BX TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000717,248177960,B,TBB 06002004,2,TRIBORO BR,SB@,BX TOLL PLAZA,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
025,2022025000739,248509490,B,TBB 06002004,3,TRIBORO BR,SB@,BX TOLL PLAZA,4,4,0,4,4,0,2,0,2,0,0,0,0,0,1,0
025,2022025000744,248509494,B,TBB 06002004,4,TRIBORO BR,SB@,BX TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000752,248509502,B,TBB 06002004,5,TRIBORO BR,SB@,BX TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000776,248868495,B,TBB 06002004,6,TRIBORO BR,SB@,BX TOLL PLAZA,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0
025,2022025000800,249086018,B,TBB 06002004,7,TRIBORO BR,SB@,BX TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000716,248177959,B,TBB 01003001,1,TRIBORO BR,EB@,MANH SIDE,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
025,2022025000690,247749420,B,TBB 01004001,1,TRIBORO BR,WB@,MANH SIDE,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
025,2022025000745,248509495,B,TBB 01004001,2,TRIBORO BR,WB@,MANH SIDE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000734,248329020,B,TBB 06004001,1,TRIBORO BR,WB@,MANH TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000756,248509506,B,TBB 06004001,2,TRIBORO BR,WB@,MANH TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
025,2022025000760,248612909,B,TBB 06004001,3,TRIBORO BR,WB@,MANH TOLL PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
026,2022026000272,248453283,H,907VX4M11095,1,HENRY HUDSON PKY,NB@,.1 N/O W 120 ST,4,5,0,4,5,0,3,0,2,0,0,0,0,0,1,0
026,2022026000270,248453282,H,907VX4M11099,1,HENRY HUDSON PKY,NB@,W 125 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
026,2022026000261,248198092,H,907VX4M12090,1,HENRY HUDSON PKY,SB@,W 112 ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
026,2022026000251,247901234,H,907VX4M12094,1,HENRY HUDSON PKY,SB@,W 120 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
026,2022026000245,247943904,H,907VX4M12099,1,HENRY HUDSON PKY,SB@,W 125 ST,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0
030,2022030000309,247562493,H,907VX4M11102,1,HENRY HUDSON PKY,NB@,W 136 ST,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
030,2022030000347,248545248,H,907VX4M11104,1,HENRY HUDSON PKY,NB@,W 141 ST,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
030,2022030000340,248218856,H,907VX4M12111,1,HENRY HUDSON PKY,SB@,W 153 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
032,2022032000503,248388275,H,907PX4M11014,1,HARLEM RIVER DR,NB@,W 143 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
032,2022032000492,247967336,H,907PX4M11015,1,HARLEM RIVER DR,NB@,W 145 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
032,2022032000485,248388274,H,907PX4M11023,1,HARLEM RIVER DR,NB@,W 155 ST EX,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
033,2022033000471,247852931,H,95I X4M11012,1,CROSS BRONX EXP,NB@,AMSTERDAM AV OVPS,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
033,2022033000508,248788464,H,95I X4M12001,1,CROSS BRONX EXP,SB@,.1 E/O G.W.B.,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
033,2022033000515,248788466,H,95I X4M12001,2,CROSS BRONX EXP,SB@,.1 E/O G.W.B.,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
033,2022033000492,248207841,H,907PX4MR06A1,1,HARLEM RIVER DR,NB@,ENR HARLEM RIV SPDWY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
033,2022033000480,247992098,H,907PX4M11031,1,HARLEM RIVER DR,NB@,HIGH BRIDGE FOOT BR,3,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
033,2022033000455,247497478,H,907VX4MR05F1,1,HENRY HUDSON PKY,SB@,EXR RIVERSIDE DR/GWB,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
033,2022033000516,248819021,H,907VX4M11115,1,HENRY HUDSON PKY,NB@,.1 N/O W 159 ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
034,2022034000493,247559667,H,907VX4M11127,1,HENRY HUDSON PKY,NB@,.1 N/O W 181 ST EN,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
034,2022034000496,247559669,H,907VX4M11133,1,HENRY HUDSON PKY,NB@,.1 S FRT TRYON PK EN,1,2,0,1,2,0,1,0,1,0,0,0,0,0,1,0
034,2022034000553,248485523,H,907VX4M11134,1,HENRY HUDSON PKY,NB@,FORT TRYON PARK EN,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
